Instrument,Date,SourceDate,LookbackDays,REF_PE,PE_trial,REF_PCF,PCF_MktCap_div_OpCF,PCF_Price_div_CFPS_Act,PCF_Price_div_OpCFPS
TTEF.PA,2025-06-30,2025-06-30,0,10.3174384290444,9.515876408746966,4.48279292928375,4.089210783950142,,4.084129978396994
TTEF.PA,2025-07-31,2025-07-31,0,10.7693793802326,10.414436306622868,4.80337459026629,4.573041380933573,,4.565687004055165
TTEF.PA,2025-08-31,2025-08-29,2,11.3367936915634,10.710733225765539,5.05645356436232,4.703147133409153,,4.695583520125938
TTEF.PA,2025-09-30,2025-09-30,0,11.007640945983,10.356378126520585,4.74904461805319,4.398792508506672,,4.540234308338594
TTEF.PA,2025-10-31,2025-10-31,0,10.046411591051,9.754185309379707,4.67364919205681,4.480750640802861,,4.548689960533544
TTEF.PA,2025-11-30,2025-11-28,2,10.6330549939644,10.269466646390496,4.9465591202638,4.717453872059361,,4.7889822012660845
TTEF.PA,2025-12-31,2025-12-31,0,10.5411098909451,10.05069807874732,4.90378572276311,4.61695881598204,,4.686963390288409
UCB.BR,2024-01-31,2024-01-31,0,51.1207926357951,50.172413793103445,17.4157373778462,20.58223508290897,,20.15822969920716
UCB.BR,2024-02-29,2024-02-29,0,60.4931469500662,58.83977900552486,27.2205684323259,33.573504987034035,,33.731418814099904
UCB.BR,2024-03-31,2024-03-28,3,64.9804320289912,63.204419889502766,29.2397467479632,36.063933995461916,,36.23356161815051
UCB.BR,2024-04-30,2024-04-30,0,70.7457413392558,68.8121546961326,31.8340074952694,39.26366240502415,,39.4483400309497
UCB.BR,2024-05-31,2024-05-31,0,73.074585494141,71.07734806629834,32.881935481866,40.55616353598055,,40.74692047355824
UCB.BR,2024-06-30,2024-06-28,2,78.7830937274571,76.62983425414363,35.4506370099869,43.72436752771475,,43.93002619263527
UCB.BR,2024-07-31,2024-07-31,0,125.711266460738,125.73170731707317,33.8361079974128,41.49006897889655,,41.68353424292839
UCB.BR,2024-08-31,2024-08-30,1,133.067793854658,133.08943089430895,35.8161712200225,43.918036158068965,,44.12282286173538
UCB.BR,2024-09-30,2024-09-30,0,131.685904730938,131.70731707317074,35.4442256422947,43.46195392551724,,43.664613949915285
UCB.BR,2024-10-31,2024-10-31,0,143.716468866851,143.739837398374,38.6823400836895,47.432552185379315,,47.653726829290264
UCB.BR,2024-11-30,2024-11-29,1,150.666558283206,150.6910569105691,40.553007548144,49.72637753144813,,49.958248121091344
UCB.BR,2024-12-31,2024-12-31,0,156.234758575841,156.260162601626,42.0517294348706,51.56412064496538,,51.80456050107233
UCB.BR,2025-01-31,2025-01-31,0,152.983254755324,153.0081300813008,41.1765633696288,50.49098598013779,,50.72642188502504
UCB.BR,2025-02-28,2025-02-28,0,33.116327599007,33.12956204379562,28.4319663525765,32.636323669038816,,32.60242997657525
UCB.BR,2025-03-31,2025-03-31,0,29.6870411277245,29.698905109489047,25.4877583248792,29.256742920055363,,29.2263590123251
UCB.BR,2025-04-30,2025-04-30,0,29.3951869599558,29.40693430656934,25.237187428905,28.969119026524954,,28.939033823878283
UCB.BR,2025-05-31,2025-05-30,1,29.1671758913865,29.17883211678832,25.0414289164251,28.74441285970425,,28.714561020404204
UCB.BR,2025-06-30,2025-06-30,0,30.4531583181174,30.46532846715328,26.1455069268116,30.01175564057292,,29.980587631998006
UCB.BR,2025-07-31,2025-07-31,0,34.7397664072205,27.762390670553934,29.8257669614332,25.285735539999997,,25.240667614639534
UCB.BR,2025-08-31,2025-08-29,2,29.1291286914266,29.132653061224488,24.664946542703,26.533758192013654,,26.48646585868055
UCB.BR,2025-09-30,2025-09-30,0,34.2524155240692,34.25655976676385,29.0030644860406,31.200566300341297,,31.144956101025418
UCB.BR,2025-10-31,2025-10-31,0,32.4304785281081,32.434402332361515,27.4603482899746,29.540961709897612,,29.488309499907043
UCB.BR,2025-11-30,2025-11-28,2,35.0540678022921,35.05830903790087,29.6818596123096,31.93079232013652,,31.873880605517503
UCB.BR,2025-12-31,2025-12-31,0,34.777133378906,34.78134110787172,29.4473667505076,31.67853242238908,,31.622070322147508
