Instrument,Date,SourceDate,LookbackDays,REF_PE,PE_trial,REF_PCF,PCF_MktCap_div_OpCF,PCF_Price_div_CFPS_Act,PCF_Price_div_OpCFPS
NEXII.MI,2025-02-28,2025-02-28,0,,38.92307692307692,6.5062801340604,4.845629286494945,,5.037370806318396
NEXII.MI,2025-03-31,2025-03-31,0,,37.784615384615385,6.3159778692697,4.703899418036207,,4.89003268787272
NEXII.MI,2025-04-30,2025-04-30,0,,39.56923076923077,6.61428952759026,4.926070563187746,,5.120995143814592
NEXII.MI,2025-05-31,2025-05-30,1,35.2878464818763,40.738461538461536,6.68882033001106,5.0716309686318715,,5.272315373569611
NEXII.MI,2025-06-30,2025-06-30,0,33.8086353944563,39.03076923076923,6.40843548989352,4.859036165943745,,5.051308195901096
NEXII.MI,2025-07-31,2025-07-31,0,33.3821961620469,38.53846153846153,6.32760382427405,4.786569363653442,,4.970242922682833
NEXII.MI,2025-08-31,2025-08-29,2,31.3428521879877,41.707692307692305,6.84795767169939,5.1801954270916175,,5.378973478400463
NEXII.MI,2025-09-30,2025-09-30,0,27.8397595236719,37.04615384615384,6.08258283786504,4.601221168733527,,4.777782418291522
NEXII.MI,2025-10-31,2025-10-31,0,26.3945892826175,35.12307692307692,5.49660005700452,4.157949544215046,,4.529766304385192
NEXII.MI,2025-11-30,2025-11-28,2,23.2325567951905,30.915384615384614,4.83811555608874,3.6598333811213903,,3.987107047158145
NEXII.MI,2025-12-31,2025-12-30,1,24.4002543499624,32.46923076923077,5.08128533522034,3.8437812146587182,,4.187504067194459
PNN.L,2024-01-31,2024-01-31,0,,inf,25.178488659601,24.1046272728774,,22.10309769190209
PNN.L,2024-02-29,2024-02-29,0,,inf,23.5927058150873,22.503124316185378,,20.63348541186896
PNN.L,2024-03-31,2024-03-28,3,,inf,23.0933892899003,22.057518645022743,,20.224902230876346
PNN.L,2024-04-30,2024-04-30,0,,inf,23.735588157419,22.690663131166534,,20.805249580816565
PNN.L,2024-05-31,2024-05-31,0,,-173.14662477236257,22.1841259713217,11.554777876016548,,10.822077305001015
PNN.L,2024-06-30,2024-06-28,2,,-160.3251176305371,11.0170426516118,10.699146602497247,,10.020702506977198
PNN.L,2024-07-31,2024-07-31,0,,-174.4327987439905,11.9103163801209,11.640609491686876,,10.90246624799622
PNN.L,2024-08-31,2024-08-30,1,,-169.87168791590568,11.593348282908,11.336228031432002,,10.617385935035422
PNN.L,2024-09-30,2024-09-30,0,,-168.4080626515808,11.3725657456011,11.238687406490639,,10.525905862715787
PNN.L,2024-10-31,2024-10-31,0,,-152.87304055827946,10.4600710278375,10.201959981386542,,9.554929903758248
PNN.L,2024-11-30,2024-11-29,1,,-172.32681199065945,9.95865922881064,9.854116421273547,,9.43490254384427
PNN.L,2024-12-31,2024-12-31,0,,-170.17191467632225,9.80176492918593,9.730893524232359,,9.316921795997178
PNN.L,2025-01-31,2025-01-31,0,,-163.9832975091629,9.54577949295613,9.377011540648798,,8.978094661793158
PNN.L,2025-02-28,2025-02-28,0,,-153.25904422187733,11.4123261870901,11.365602547706027,,8.390941197673337
PNN.L,2025-03-31,2025-03-31,0,,-161.5085040052076,12.208028012933,11.97737773922342,,8.842599579767137
PNN.L,2025-04-30,2025-04-30,0,,-177.93167624252177,13.652281326963,13.195310743892344,,9.741769173458843
PNN.L,2025-05-31,2025-05-30,1,,-182.25315138104244,13.870281827194,13.515788853967907,,9.97837017771695
PNN.L,2025-06-30,2025-06-30,0,,-30.534276661933614,25.3148765145455,22.242916392124748,,16.84771580490051
PNN.L,2025-07-31,2025-07-31,0,,-30.12713661537718,25.1583937285134,21.946332257655097,,16.623070568560976
PNN.L,2025-08-31,2025-08-29,2,,-28.599973237723834,23.9065314402567,20.833858964039845,,15.780436735795861
PNN.L,2025-09-30,2025-09-30,0,,-27.990973390509748,23.6037181439145,20.390277491330163,,15.44441252062649
PNN.L,2025-10-31,2025-10-31,0,,-30.89184582381269,26.1731406800001,22.503504399003155,,17.04500960971644
PNN.L,2025-11-30,2025-11-28,2,126.374885426215,-32.89626192814081,13.7648878583818,12.446789688119123,,11.93901506477659
PNN.L,2025-12-31,2025-12-31,0,120.875343721357,-31.61921015138444,13.1658718863036,11.963598165603699,,11.47553564469843
RBREW.CO,2024-01-31,2024-01-31,0,21.7537038922323,21.817197043290978,17.136850037679,17.130356495301736,17.02254543987266,17.009212829543216
RBREW.CO,2024-02-29,2024-02-29,0,20.3337441573421,20.442700470330493,12.6446370287001,12.645297569806345,12.567263134741237,12.563109410325769
RBREW.CO,2024-03-31,,,,,,,,
RBREW.CO,2024-04-30,2024-04-30,0,23.9861861373473,24.095810367550992,15.3388888888889,15.321464756724628,15.178856422631954,15.171074128076071
RBREW.CO,2024-05-31,2024-05-31,0,25.5761795366032,25.7103290734711,16.3556712962963,16.348066106689636,16.195902425858183,16.1875986854599
RBREW.CO,2024-06-30,2024-06-28,2,25.0764673254085,25.196783331115387,16.0361111111111,16.02152498304826,15.87240066473175,15.864262785708284
RBREW.CO,2024-07-31,2024-07-31,0,24.5994693056317,24.702340905229182,15.7310763888889,15.707130817137715,15.560932800513688,15.552954613010884
RBREW.CO,2024-08-31,2024-08-30,1,23.9186730945253,24.033963129588944,14.7569553805775,14.747594894753316,14.70094959700977,14.614970361475608
RBREW.CO,2024-09-30,2024-09-30,0,24.0254528851259,24.153441216265378,14.8228346456693,14.820908414109434,14.774031232389955,14.687624575273254
RBREW.CO,2024-10-31,2024-10-31,0,21.8898570731147,21.993489041302258,13.5052493438321,13.495529844763908,13.452844714591235,13.374165082592794
RBREW.CO,2024-11-30,2024-11-29,1,18.0092143476005,18.08176703795062,13.2742786069652,13.283524098715272,13.2720399031643,13.201178098951823
RBREW.CO,2024-12-31,2024-12-30,1,17.1282367877932,17.19576757047058,12.6249253731344,12.632636646564213,12.621715172074843,12.55432556837602
RBREW.CO,2025-01-31,2025-01-31,0,16.8402248932408,16.895107987043833,12.4126368159204,12.411761174959263,12.401030657108281,12.334819327661673
RBREW.CO,2025-02-28,2025-02-28,0,18.7203090267385,18.72967252622999,12.5786660575606,12.589513531870175,12.531644781489124,12.469056183165838
RBREW.CO,2025-03-31,2025-03-31,0,18.7885690414212,18.785250060959566,12.6245317496574,12.626871052380247,12.568830585036222,12.50605626429883
RBREW.CO,2025-04-30,2025-04-30,0,17.5672732605295,17.55710813263833,11.7424932975872,11.73831610766187,11.66161667557697,11.605170400291525
RBREW.CO,2025-05-31,2025-05-28,3,18.3055349830351,18.31510361387086,12.2359696157284,12.245096068215085,12.165085280837816,12.106202042626839
RBREW.CO,2025-06-30,2025-06-30,0,17.3659291543917,17.366094117820904,11.607908847185,11.610608123523397,11.534743149274375,11.47891098592481
RBREW.CO,2025-07-31,2025-07-31,0,16.4498134714643,16.439471315300175,10.9955495978553,10.991087454949485,10.919270496021326,10.866417434093343
RBREW.CO,2025-08-31,2025-08-29,2,15.8014187943293,15.797673501638213,11.5647663551402,11.56988017938538,,11.46600612840903
RBREW.CO,2025-09-30,2025-09-30,0,15.5450063189649,15.539265111703651,11.3771028037383,11.38062736892687,,11.278452424231338
RBREW.CO,2025-10-31,2025-10-31,0,15.6924434922995,15.68377863990847,11.4850093457944,11.486466004309257,,11.383340843393984
RBREW.CO,2025-11-30,2025-11-28,2,19.2415584558891,19.2357752149378,11.4473232529628,11.437398009735313,,11.314772483626346
RBREW.CO,2025-12-31,2025-12-30,1,19.8105292704449,19.806434023707585,11.785819370658,11.776705984107606,,11.650442583472033
RECI.MI,2024-01-31,2024-01-31,0,28.2440772775572,28.280044101433294,21.0543554684189,21.05435546841882,,20.76620410032225
RECI.MI,2024-02-29,2024-02-29,0,28.4973380094808,27.546567323044172,21.2431469599485,22.303511864484804,,22.011655238717818
RECI.MI,2024-03-31,2024-03-28,3,28.2110432690455,27.269824374667376,21.0297304912628,22.07944257991115,,21.79051805316656
RECI.MI,2024-04-30,2024-04-30,0,26.5848670756646,26.63650878126663,21.566668640214,21.566668640213962,,21.284454109308864
RECI.MI,2024-05-31,2024-05-31,0,26.9840827363198,25.785828449653703,19.1538081836951,19.15380818369487,,19.746148632674252
RECI.MI,2024-06-30,2024-06-28,2,27.1513394474953,25.94565796483751,19.2725301352469,19.272530135246697,,19.86854211593463
RECI.MI,2024-07-31,2024-07-31,0,28.0712513589608,27.27518959913326,19.925500868782,21.88929552420608,,22.698035870769772
RECI.MI,2024-08-31,2024-08-30,1,29.7273497226382,28.710725893824485,23.0413637096909,23.041363709690625,,23.89266933765239
RECI.MI,2024-09-30,2024-09-30,0,28.4933842624532,27.518959913326107,22.0849297443829,22.084929744382702,,22.900898157598892
RECI.MI,2024-10-31,2024-10-31,0,29.2225456707444,28.223185265438786,22.6500952693376,22.65009526933738,,23.486944763994142
RECI.MI,2024-11-30,2024-11-29,1,26.3422810218046,25.545094152626366,20.3248878058989,20.3248878058989,,20.99094476671169
RECI.MI,2024-12-31,2024-12-30,1,25.8568267643707,25.07433102081269,19.9503263429386,19.95032634293859,,20.60410873318354
RECI.MI,2025-01-31,2025-01-31,0,30.0215132886715,29.112983151635284,23.1636694199139,23.163669419913877,,23.922754705030297
RECI.MI,2025-02-28,2025-02-28,0,27.7475433459551,27.28643216080402,21.409144672363,19.92478912896241,,20.517899170160078
RECI.MI,2025-03-31,2025-03-31,0,27.1830934672218,26.281407035175878,19.1909110763303,19.190911076330103,,19.762175443819007
RECI.MI,2025-04-30,2025-04-30,0,26.949204517695,26.05527638190955,19.0257885144881,19.02578851448787,,19.592137605392267
RECI.MI,2025-05-31,2025-05-30,1,26.0619761690869,26.54600301659125,18.9181550911315,18.91815509113134,,18.663163403172312
RECI.MI,2025-06-30,2025-06-30,0,26.3581349891902,26.847662141779786,19.133134126258,19.133134126258003,,18.87524480548109
RECI.MI,2025-07-31,2025-07-31,0,24.8773408886739,26.019617965926688,18.0582389506256,18.33263387357677,,18.08139648839615
RECI.MI,2025-08-31,2025-08-29,2,26.7138653823754,27.232834279814146,19.1874293022059,19.18742930220585,,18.924477475454307
RECI.MI,2025-09-30,2025-09-30,0,26.1821201946694,26.690758905524007,18.8054994298397,18.805499429839667,,18.54778171527939
RECI.MI,2025-10-31,2025-10-31,0,26.0808353970111,26.587506453278266,18.7327508827223,18.7327508827223,,18.476030141912734
