Instrument,Date,Price Close,Company Market Cap,Outstanding Shares,Price To Cash Flow Per Share (Daily Time Series Ratio),Cash Flow,Net Cash Flow from Operating Activities,Cash Flow Per Share - Actual,Price to Cash Flow per Share,Cash Flow from Operations per Share,CALC_PCF_MktCap_div_CF,CALC_PCF_MktCap_div_OpCF,CALC_PCF_Price_div_CF_Shares,CALC_PCF_Price_div_OpCF_Shares,CALC_PCF_Price_div_CFPS_Act,CALC_PCF_Price_div_OpCFPS
BOLL.PA,2024-01-25,5.9,16813119764.3999,2932673610,15.382543242818,50000000.0,1164500000.0,0.414,306.6250848984,0.396490065515297,336.262395287998,14.438059050579563,346.05548598,14.858543837698583,14.2512077294686,14.880574604894791
BOLL.PA,2024-01-26,5.97,17012597456.52,2932673610,15.5650479931565,50000000.0,1164500000.0,0.414,306.6250848984,0.396490065515297,340.2519491304,14.609358056264492,350.161229034,15.034831645942463,14.420289855072465,15.057123795122356
BOLL.PA,2024-01-29,6.045,17226323555.22,2932673610,15.7605887970906,50000000.0,1164500000.0,0.414,306.6250848984,0.396490065515297,344.5264711044,14.79289270521254,354.560239449,15.22371144048948,14.60144927536232,15.246283641794747
BOLL.PA,2024-01-30,6.03,17183578335.4799,2932673610,15.7214806363038,50000000.0,1164500000.0,0.414,306.6250848984,0.396490065515297,343.671566709598,14.756185775422843,353.68043736600004,15.185935481580078,14.56521739130435,15.20845167246027
BOLL.PA,2024-01-31,6.125,17454298060.4999,2932673610,15.9691656546203,50000000.0,1164500000.0,0.414,306.6250848984,0.396490065515297,349.085961209998,14.988662997423702,359.252517225,15.42518322133963,14.794685990338165,15.448054144911964
BOLL.PA,2024-02-01,6.19,17639527346.0399,2932673610,16.1386343513632,50000000.0,1164500000.0,0.414,306.6250848984,0.396490065515297,352.790546920798,15.147726359845343,363.06499291800003,15.588879043280379,14.95169082125604,15.611992678694705
BOLL.PA,2024-02-02,6.18,17611030532.88,2932673610,16.112562244172,50000000.0,1164500000.0,0.414,306.6250848984,0.396490065515297,352.22061065760005,15.123255073319022,362.47845819599996,15.563695070674108,14.927536231884059,15.58677136580505
BOLL.PA,2024-02-05,6.135,17482794873.66,2932673610,15.9952377618115,50000000.0,1164500000.0,0.414,306.6250848984,0.396490065515297,349.6558974732,15.013134283950192,359.839051947,15.450367193945898,14.818840579710145,15.473275457801616
BOLL.PA,2024-02-06,6.225,17739266192.1,2932673610,16.2298867265325,50000000.0,1164500000.0,0.414,306.6250848984,0.396490065515297,354.78532384199997,15.233375862687847,365.117864445,15.677022947402317,15.03623188405797,15.700267273808485
BOLL.PA,2024-02-07,6.195,17653775752.62,2932673610,16.1516704049588,50000000.0,1164500000.0,0.414,306.6250848984,0.396490065515297,353.07551505239996,15.15996200310863,363.35826027900004,15.601471029583513,14.963768115942031,15.62460333513953
BOLL.PA,2024-02-08,6.175,17596782126.3,2932673610,16.0995261905764,50000000.0,1164500000.0,0.414,306.6250848984,0.396490065515297,351.935642526,15.111019430055817,362.185190835,15.551103084370974,14.915458937198068,15.574160709360225
BOLL.PA,2024-02-09,6.275,17881750257.8999,2932673610,16.3602472624886,50000000.0,1164500000.0,0.414,306.6250848984,0.396490065515297,357.63500515799797,15.355732295319793,368.050538055,15.802942810433663,15.157004830917876,15.82637383825675
BOLL.PA,2024-02-12,6.315,17995737510.54,2932673610,16.4645356912535,50000000.0,1164500000.0,0.414,306.6250848984,0.396490065515297,359.91475021080004,15.453617441425505,370.39667694300005,15.903678700858737,15.253623188405799,15.927259089815358
BOLL.PA,2024-02-13,6.23,17753514598.68,2932673610,16.2429227801281,50000000.0,1164500000.0,0.414,306.6250848984,0.396490065515297,355.0702919736,15.245611505951052,365.411131806,15.689614933705453,15.048309178743963,15.712877930253313
BOLL.PA,2024-02-14,6.24,17782011411.84,2932673610,16.2689948873193,50000000.0,1164500000.0,0.414,306.6250848984,0.396490065515297,355.6402282368,15.270082792477458,365.997666528,15.71479890631172,15.072463768115943,15.738099243142965
BOLL.PA,2024-02-15,6.22,17725017785.5199,2932673610,16.2168506729369,50000000.0,1164500000.0,0.414,306.6250848984,0.396490065515297,354.500355710398,15.22114021942456,364.824597084,15.664430961099184,15.024154589371982,15.68765661736366
