Instrument,Date,Price,MktCap,REF_PE,EPSAct_LTM,REF_PCF,OpCF,OpCFPS,CALC_PE,CALC_EP,CALC_PCF_MktCap_div_OpCF,CALC_PCF_Price_div_OpCFPS,CALC_CFP_OpCF_div_MktCap
ALEP.WA,2024-12-02,6.82233285917496,7210556707.64338,108.906459794122,0.165725106118334,8.00281658088164,760515658.792014,,41.09839071792144,0.024291559725858274,9.481141675763082,,0.10547253001780672
ALEP.WA,2024-12-03,6.75846198887718,7143051274.86033,108.123228405192,0.165725106118334,7.94526207807393,760515658.792014,,40.71362643901915,0.024521127201880856,9.392378963250003,,0.10646929855713301
ALEP.WA,2024-12-04,7.07785167752243,7480615786.78765,112.878561837983,0.165725106118334,8.29470013083503,760515658.792014,,42.63766070796645,0.023414605683902284,9.836241634616297,,0.10166484691477479
ALEP.WA,2024-12-05,7.11737540934802,7522388610.76278,113.270177532448,0.165725106118334,8.32347738223888,760515658.792014,,42.87575547800012,0.023284581265822966,9.891168608824142,,0.1011002885046239
ALEP.WA,2024-12-06,7.11933550658172,7524460247.04143,113.195584066836,0.165725106118334,8.3179960010191,760515658.792014,,42.887563292660964,0.023278170549080542,9.893892597810694,,0.10107245354788656
ALEP.WA,2024-12-09,7.01570334862954,7414930916.37491,111.312099060122,0.165725106118334,8.17959112521961,760515658.792014,,42.2632731845153,0.023622023036465337,9.749872774681089,,0.10256544091496714
ALEP.WA,2024-12-10,7.1208185528757,7526027685.86675,113.009100402805,0.165725106118334,8.30429254796965,760515658.792014,,42.896497306480114,0.023273322426030207,9.895953618918147,,0.10105140328146796
ALEP.WA,2024-12-11,7.05197251315337,7453263972.3744,112.263165746681,0.165725106118334,8.24947873577183,760515658.792014,,42.48176212742994,0.02350053205811889,9.800276807203414,,0.10203793420048896
ALEP.WA,2024-12-12,6.72077209667141,7103216644.87899,107.041623153812,0.165725106118334,7.86578205038709,760515658.792014,,40.4865788956109,0.024658640961863966,9.34000051512625,,0.10706637525131688
ALEP.WA,2024-12-13,6.82407260351673,7212395451.88118,108.384305534835,0.165725106118334,7.96444691234317,760515658.792014,,41.10887110552247,0.024285366781257416,9.48355943562975,,0.1054456406149571
ALEP.WA,2024-12-16,6.84658770846201,7236191775.56365,108.626734298076,0.164851828332176,7.98226140130746,704548128.187285,,41.49447096037582,0.024077954647163592,10.27068483480536,,0.09736449088683881
ALEP.WA,2024-12-17,6.66841057470134,7047875498.19837,106.12785320006,0.164851828332176,7.79863513044476,704548128.187285,,40.41460954364448,0.0247213074968107,10.003398229630786,,0.09996602924773383
ALEP.WA,2024-12-18,6.57240157289189,6946403118.25427,104.542742055796,0.164851828332176,7.68215577952439,704548128.187285,,39.83273680540539,0.025082433948058404,9.859373462713618,,0.10142632326301673
ALEP.WA,2024-12-19,6.57931347427903,6953708340.3738,104.393555124571,0.164851828332176,7.67119301708483,704548128.187285,,39.8746271168426,0.02505608358328612,9.869742125729339,,0.10131976978335729
ALEP.WA,2024-12-20,6.55407822954195,6927037087.74452,104.020587796509,0.164851828332176,7.64378611098592,704548128.187285,,39.721686239648186,0.0251525573175371,9.831886297912575,,0.10170988248840018
ALEP.WA,2024-12-23,6.53468701171875,6906542415.52161,103.871400865284,0.164851828332176,7.63282334854636,704548128.187285,,39.60416370738636,0.025227195738150087,9.802797196113895,,0.10201169931337845
ALEP.WA,2024-12-27,6.48355002809195,6852495489.35866,103.218708041176,0.164851828332176,7.58486126287326,704548128.187285,,39.294242594496666,0.025426167395625136,9.726085721055398,,0.10281628485292518
ALEP.WA,2024-12-30,6.33528137706036,6695789632.53561,100.999552439206,0.164851828332176,7.42179017158475,704548128.187285,,38.395644709456725,0.026021232289554445,9.50366534897062,,0.10522256027337011
ALEP.WA,2025-01-02,6.61191194001154,6988161817.00683,105.325973444726,0.164851828332176,7.73971028233211,704548128.187285,,40.07219357582751,0.024932550497925757,9.918643648925029,,0.10082023665689199
ALEP.WA,2025-01-03,6.49520894151764,6864817851.53899,103.330598239594,0.164851828332176,7.59308333470294,704548128.187285,,39.36490267586448,0.025380527372789563,9.743575459069511,,0.10263172940988313
ALEP.WA,2025-01-07,6.47905344400757,6847743027.81797,102.938982545129,0.164851828332176,7.56430608329909,704548128.187285,,39.266990569742845,0.0254438136306232,9.719340317369609,,0.10288764127467395
ALEP.WA,2025-01-08,6.36118722078675,6723169644.49109,101.372519767268,0.164851828332176,7.44919707768366,704548128.187285,,38.552649822949995,0.025915261194244046,9.542527153948974,,0.10479404290572765
ALEP.WA,2025-01-09,6.37928624957695,6742298595.85404,101.353871400865,0.164851828332176,7.44782673237872,704548128.187285,,38.662340906526964,0.025841735561420894,9.569677820592808,,0.10449672588225686
ALEP.WA,2025-01-10,6.24372126574974,6599019306.55019,99.2093092645084,0.164851828332176,7.29023702230999,704548128.187285,,37.84073494393782,0.02640281673630745,9.366314439765313,,0.10676558068074601
ALEP.WA,2025-01-13,6.01645632653061,6358821889.37275,95.7407131135313,0.164851828332176,7.03535279559013,704548128.187285,,36.463371675943094,0.027400153742533323,9.02539036720346,,0.11079853162183527
ALEP.WA,2025-01-14,6.08156654245409,6427637192.56215,96.6171863344771,0.164851828332176,7.09975902492256,704548128.187285,,36.8579790451763,0.02710680335097566,9.12306333010871,,0.10961230496994523
ALEP.WA,2025-01-15,6.26064741079199,6616908631.38794,99.3771445621364,0.164851828332176,7.3025701300545,704548128.187285,,37.943317641163574,0.026331434676868624,9.391705643179305,,0.10647693166642704
ALEP.WA,2025-01-16,6.26179796416741,6618124656.83406,99.4703863941519,0.164851828332176,7.30942185657922,704548128.187285,,37.9502906919237,0.026326596494413605,9.393431608230475,,0.10645736741446067
ALEP.WA,2025-01-17,6.31850212263013,6678055557.09859,100.346859615098,0.164851828332176,7.37382808591166,704548128.187285,,38.29395225836442,0.026090333615897406,9.478494498708555,,0.10550198664315837
ALEP.WA,2025-01-20,6.29299761000123,6651099713.92769,99.7128151573922,0.164851828332176,7.32723634554351,704548128.187285,,38.13937945455291,0.026196073564398473,9.440234737462358,,0.10592956931797771
ALEP.WA,2025-01-21,6.30178001081028,6660381875.96377,99.7687602566015,0.164851828332176,7.33134738145835,704548128.187285,,38.192606126122904,0.026159565717842222,9.453409369066252,,0.10578194183277749
ALEP.WA,2025-01-22,6.38240010848394,6745589648.4444,100.477398179919,0.164851828332176,7.38342050304628,704548128.187285,,38.68121277869054,0.025829127840644655,9.574348974285073,,0.10444574379791406
ALEP.WA,2025-01-23,6.37749833110814,6740408936.14759,100.197672683873,0.164851828332176,7.3628653234721,704548128.187285,,38.65150503701903,0.025848980238546246,9.566995733123054,,0.10452602132326441
ALEP.WA,2025-01-24,6.47632769318946,6844862168.55024,101.708190362524,0.164851828332176,7.47386329317268,704548128.187285,,39.250470867814904,0.025454522399404687,9.715251371345236,,0.1029309445301088
ALEP.WA,2025-01-27,6.44766371901856,6814567075.14273,101.279277935253,0.164851828332176,7.44234535115894,704548128.187285,,39.07674981223369,0.025567683973020408,9.67225204710396,,0.10338853817394238
ALEP.WA,2025-01-28,6.81024741090277,7197783538.71382,106.650007459347,0.164851828332176,7.83700479898323,704548128.187285,,41.27422673274406,0.024206437503027978,10.2161701248612,,0.0978840394960226
ALEP.WA,2025-01-29,6.87312403562303,7264238148.52092,107.675667611517,0.164851828332176,7.91237379075524,704548128.187285,,41.655297185594115,0.023984992483440992,10.31049243890677,,0.09698857798745748
ALEP.WA,2025-01-30,7.16530533501521,7573045981.80436,112.263165746681,0.164851828332176,8.24947873577183,704548128.187285,,43.42609293948612,0.02300695094270202,10.748798668004229,,0.09303365249334175
ALEP.WA,2025-01-31,7.13393084503572,7539886131.08465,111.908846785022,0.164851828332176,8.22344217497786,704548128.187285,,43.235944515368,0.023108133778292964,10.701733252040343,,0.0934428074825491
ALEP.WA,2025-02-03,6.77932313116721,7165099517.38577,106.817842756974,0.164851828332176,7.84933790672774,704548128.187285,,41.08680685555885,0.024316856586211005,10.169780077083852,,0.09833054327825214
ALEP.WA,2025-02-04,7.01032378181101,7409245226.09736,110.025361778308,0.164851828332176,8.08503729917837,704548128.187285,,42.486810798854606,0.023515579802448016,10.516308155072997,,0.09509040485064206
ALEP.WA,2025-02-05,6.98061394271272,7377844752.97253,109.298075488587,0.164851828332176,8.03159383228549,704548128.187285,,42.30675116795588,0.02361566327618933,10.471739910735142,,0.09549511432907595
ALEP.WA,2025-02-06,7.08396661623552,7487078695.18931,110.584812770401,0.164851828332176,8.12614765832673,704548128.187285,,42.933131007487994,0.023271118747843513,10.626781046814553,,0.0941018729561344
ALEP.WA,2025-02-07,7.06188221076775,7463737579.8748,110.286438907952,0.164851828332176,8.1042221334476,704548128.187285,,42.799286125865144,0.02334389379658794,10.593651847572247,,0.09439615482824938
ALEP.WA,2025-02-10,7.1491239154013,7555943760.88599,111.47993435775,0.164851828332176,8.19192423296412,704548128.187285,,43.328023729704846,0.0230590251732855,10.724524640107266,,0.09324422606669475
ALEP.WA,2025-02-11,7.15155415476338,7558512292.66173,111.23750559451,0.164851828332176,8.17410974399982,704548128.187285,,43.342752453111395,0.023051189261060746,10.728170284276882,,0.09321253983688083
ALEP.WA,2025-02-12,7.24306611260857,7655231725.01583,112.375055945099,0.164851828332176,8.2577008076015,704548128.187285,,43.89737037944588,0.022759950795589942,10.865448957634438,,0.09203485322135406
ALEP.WA,2025-02-13,7.39738828611613,7818335579.12148,114.948530508727,0.164851828332176,8.44680845968398,704548128.187285,,44.832656279491694,0.02228513928917047,11.096950323659348,,0.09011484874974536
ALEP.WA,2025-02-14,7.43522927912021,7858329908.26984,115.340146203193,0.164851828332176,8.47558571108783,704548128.187285,,45.06199563103157,0.02217172089031832,11.153716252839036,,0.08965621657673628
ALEP.WA,2025-02-17,7.44293965538989,7866479042.36772,115.340146203193,0.164851828332176,8.47558571108783,704548128.187285,,45.10872518418115,0.022148752504367902,11.16528272185918,,0.08956333887024812
