Instrument,Date,REF_PE,PE_trial,REF_PCF,PCF_MktCap_div_OpCF,PCF_Price_div_CFPS_Act,PCF_Price_div_OpCFPS
RBREW.CO,2024-10-18,24.0254528851259,24.141091573994217,14.8228346456693,14.81333049113731,14.76647727769715,14.680114800260508
RBREW.CO,2024-10-21,23.5769777646035,23.69308297371638,14.5461417322835,14.538425794369719,14.492442079415474,14.407682310477506
RBREW.CO,2024-10-22,23.3634181834024,23.48283346608837,14.4143832020998,14.409413589907189,14.363837928790385,14.279830307629288
RBREW.CO,2024-10-23,23.1285026440812,23.23961849950358,14.2694488188977,14.26017329274133,14.215069665074466,14.131932122509424
RBREW.CO,2024-10-24,23.0003668953605,23.105562217630926,14.1903937007874,14.177914377409925,14.13307092719065,14.050412958326032
RBREW.CO,2024-10-25,22.9149430628801,23.02076510862513,14.1376902887139,14.125881618388046,14.081202743040379,13.998848127832773
RBREW.CO,2024-10-28,23.0430788116007,23.155677263894617,14.2167454068242,14.208665710281851,14.163724996401038,14.08088774568668
RBREW.CO,2024-10-29,22.6159596491985,22.717233362983922,13.9532283464567,13.939630054370944,13.895540275735092,13.814271516709834
RBREW.CO,2024-10-30,22.0393487799555,22.14296264027804,13.5974803149607,13.587249053671316,13.54427382400521,13.465059464309004
RBREW.CO,2024-10-31,21.8898570731147,21.993489041302258,13.5052493438321,13.495529844763908,13.452844714591235,13.374165082592794
RBREW.CO,2024-11-01,22.338332193637,22.444818096930724,13.7819422572179,13.772472021996629,13.728910948973176,13.648616729860326
RBREW.CO,2024-11-04,22.1674845286761,22.276340799912234,13.6765354330709,13.669091863177458,13.625857772168557,13.546166264690253
RBREW.CO,2024-11-05,22.2101964449164,22.316790677973668,13.7028871391076,13.693912506030909,13.650599909592168,13.570763696491476
RBREW.CO,2024-11-06,22.0179928218354,22.12585510465064,13.5843044619423,13.576751617034631,13.533809589803324,13.45465643070176
RBREW.CO,2024-11-07,22.3810441098773,22.486727424162208,13.8082939632546,13.798188204425209,13.754545793461896,13.674101647684944
RBREW.CO,2024-11-08,22.4451119842376,22.557618946575474,13.8478215223097,13.841688290049282,13.797908292282147,13.717210538772251
RBREW.CO,2024-11-11,22.6159596491985,22.723645820769434,13.9532283464567,13.943564833216621,13.899462609234128,13.818170910246145
RBREW.CO,2024-11-12,21.9112130312348,17.447386462916743,13.5184251968504,12.817485041883423,12.806403757760439,12.738028068539371
RBREW.CO,2024-11-13,17.3145974254447,17.380113174745496,12.762288557214,12.768063636179713,12.757025079053212,12.688913031464356
RBREW.CO,2024-11-14,17.7889699576487,17.85666193885146,13.1119402985075,13.118153700880168,13.106812475370361,13.036832850063636
RBREW.CO,2024-11-15,17.8059118337988,17.87497292066463,13.1244278606965,13.131605614494354,13.120252759208794,13.050201373813275
RBREW.CO,2024-11-18,17.5009580630963,17.565079118320725,12.8996517412936,12.903946349620652,12.892790315863559,12.823953393296936
RBREW.CO,2024-11-19,17.4162486823456,17.483065949445724,12.8372139303483,12.843696491137386,12.832592546054366,12.764077030190057
RBREW.CO,2024-11-20,17.467074310796,17.533476802009567,12.8746766169155,12.88073013798528,12.869594175672514,12.800881101463544
RBREW.CO,2024-11-21,17.585667443847,17.655706540491188,12.9620895522388,12.970524552065061,12.959310958500025,12.890118870277709
RBREW.CO,2024-11-22,17.8906212145495,17.96552312293229,13.1868656716418,13.19812708838801,13.186716722338817,13.116310473909667
RBREW.CO,2024-11-25,18.1955749852521,18.267676624166825,13.4116417910448,13.420100046381306,13.408497774868076,13.336907397575764
RBREW.CO,2024-11-26,17.7889699576487,17.86239679317557,13.1119402985075,13.122366733569786,13.111021865706421,13.04101976570884
RBREW.CO,2024-11-27,18.0092143476005,18.083066905014686,13.2742786069652,13.284479028365338,13.272994007235374,13.20212710888994
RBREW.CO,2024-11-28,17.9583887191501,18.03070941201196,13.236815920398,13.246015308608854,13.234563541070013,13.163901829884132
RBREW.CO,2024-11-29,18.0092143476005,18.08176703795062,13.2742786069652,13.283524098715272,13.2720399031643,13.201178098951823
RBREW.CO,2024-12-02,18.178633109102,18.250698545555963,13.3991542288558,13.407627331966607,13.396035843668018,13.324512002864088
RBREW.CO,2024-12-03,17.9583887191501,18.029953165847406,13.236815920398,13.24545974265503,13.234008455427583,13.163349707943619
RBREW.CO,2024-12-04,17.6703768245977,17.740929358107383,13.0245273631841,13.033132335319271,13.021864614549692,12.952338541125396
RBREW.CO,2024-12-05,17.9753305953003,18.04753681826757,13.2493034825871,13.258377333628133,13.24691487857052,13.176187221375878
RBREW.CO,2024-12-06,18.1108656045014,18.18569139346239,13.3492039800995,13.359870712294946,13.348320511711458,13.277051431632762
RBREW.CO,2024-12-09,17.9075630906997,17.982150241249776,13.1993532338309,13.210341974599011,13.198921048239109,13.128449638722529
RBREW.CO,2024-12-10,17.704260576898,17.777865066958963,13.0495024875622,13.060266651207911,13.04897547161919,12.979304648460888
RBREW.CO,2024-12-11,17.6026093199971,17.677336604877993,12.9745771144279,12.986414784526072,12.975187453150527,12.90591059747244
RBREW.CO,2024-12-12,17.6703768245977,17.742064999892527,13.0245273631841,13.033966619102983,13.022698177058075,12.953167653093868
RBREW.CO,2024-12-13,17.7889699576487,17.862621041170595,13.1119402985075,13.122531474307756,13.111186464018738,13.041183485201213
RBREW.CO,2024-12-16,17.467074310796,17.535332193871398,12.8746766169155,12.882093176368496,12.870956035648618,12.802235690224697
RBREW.CO,2024-12-17,17.0435274070425,17.11047586208967,12.5624875621891,12.569978253647163,12.559110950116636,12.49205560160026
RBREW.CO,2024-12-18,16.9588180262918,17.019552227120034,12.5000497512438,12.5031824425007,12.492372886910479,12.425673864897258
RBREW.CO,2024-12-19,17.0096436547422,17.075274501643726,12.537512437811,12.544118053213818,12.533273106973116,12.466355711340809
RBREW.CO,2024-12-20,17.0096436547422,17.076616082716285,12.537512437811,12.545103627492589,12.534257829179245,12.467335175938258
RBREW.CO,2024-12-23,17.0604692831926,17.12586150861196,12.5749751243781,12.581281109497768,12.57040403414715,12.503288389827313
RBREW.CO,2024-12-27,17.2468299208442,17.31501916723567,12.7123383084577,12.72024320935839,12.709245995111136,12.64138904863081
RBREW.CO,2024-12-30,17.1282367877932,17.19576757047058,12.6249253731344,12.632636646564213,12.621715172074843,12.55432556837602
RBREW.CO,2025-01-02,17.3823649300453,17.45115111466193,12.8122388059702,12.820250692058885,12.809167016908658,12.74077657415082
RBREW.CO,2025-01-03,17.2468299208442,17.315856279949475,12.7123383084577,12.720858182822191,12.709860436903124,12.64200020980774
RBREW.CO,2025-01-06,16.8131178914005,16.877072949295883,12.3926567164179,12.398511979897537,12.387792916563152,12.321652265790325
RBREW.CO,2025-01-07,16.9147691483014,16.977290100422252,12.4675820895523,12.472135146222923,12.461352432396918,12.394819034160475
RBREW.CO,2025-01-08,16.8063411409405,16.86541487535532,12.3876616915423,12.38994753451953,12.379235875527923,12.313140912333713
RBREW.CO,2025-01-09,16.8876621464612,16.949888843751257,12.4476019900498,12.452005185884417,12.44123987530164,12.374813861619005
RBREW.CO,2025-01-10,16.5691548748385,16.630186062257415,12.2128358208956,12.217139887958217,12.206577628839039,12.141404519026963
RBREW.CO,2025-01-13,16.3251918582765,16.38577449907267,12.0330149253732,12.037586259004021,12.027179231958115,11.96296396240033
RBREW.CO,2025-01-14,16.2370941022957,16.295482050951794,11.9680796019901,11.971254140686774,11.960904460698233,11.897043044044711
RBREW.CO,2025-01-15,16.0744520912544,16.12976688739554,11.8481990049752,11.849513750823206,11.839269320799469,11.776057335999056
RBREW.CO,2025-01-16,16.0202380875739,16.0848202468603,11.8082388059702,11.816494312985482,11.806278429729758,11.743242589220715
RBREW.CO,2025-01-17,16.1015590930946,16.156873969434375,11.8681791044776,11.869427599771344,11.85916595334222,11.79584773684796
RBREW.CO,2025-01-20,16.0880055921745,16.14721250083063,11.8581890547264,11.862329933334324,11.852074423152557,11.788794069611358
RBREW.CO,2025-01-21,16.027014838034,16.078425594593263,11.8132338308458,11.811796568715595,11.801584746868075,11.738573966774643
RBREW.CO,2025-01-22,15.8440425756124,15.904734518196733,11.678368159204,11.684196783019734,11.674095276844488,11.611765185923925
RBREW.CO,2025-01-23,16.0947823426345,16.153008475650566,11.863184079602,11.866587867364501,11.856328676009952,11.79302560824884
RBREW.CO,2025-01-24,16.2574243536759,16.31420407793265,11.9830646766169,11.985008023039933,11.974646452210264,11.910711664596503
RBREW.CO,2025-01-27,16.514940871158,16.571088760273742,12.1728756218906,12.173724859248836,12.163200134346912,12.09825862476693
RBREW.CO,2025-01-28,16.992701778592,17.054708262899613,12.5250248756219,12.529009345784717,12.518177461691492,12.451340664419964
RBREW.CO,2025-01-29,16.5827083757586,16.640069856206487,12.2228258706468,12.224400882684813,12.213832346113707,12.148620502063421
RBREW.CO,2025-01-30,16.6911363831195,16.749260730689805,12.3027462686567,12.30461647276041,12.293978586255083,12.22833882703737
RBREW.CO,2025-01-31,16.8402248932408,16.895107987043833,12.4126368159204,12.411761174959263,12.401030657108281,12.334819327661673
RBREW.CO,2025-02-03,16.6911363831195,16.750494504800702,12.3027462686567,12.305522848121829,12.294884178014836,12.229239583680107
RBREW.CO,2025-02-04,16.4132896142572,16.47715524465218,12.0979502487562,12.10471788023971,12.094252814930767,12.029679427469546
RBREW.CO,2025-02-05,16.3658523610368,16.42517704712865,12.0629850746269,12.066532804745538,12.056100752127449,11.99173106538024
RBREW.CO,2025-02-06,16.8334481427807,16.89410586188416,12.4076417910448,12.411024977347537,12.400295095972067,12.334087693818446
RBREW.CO,2025-02-07,16.630145628979,16.69237406884253,12.2577910447761,12.262825460744923,12.25222370442245,12.186806882016478
RBREW.CO,2025-02-10,16.5962618766787,16.66065070080472,12.232815920398,12.239520320105834,12.228938712110752,12.16364621245986
RBREW.CO,2025-02-11,16.9079923978413,16.97421425350712,12.4625870646766,12.469875517142674,12.459094756866204,12.392573412764815
RBREW.CO,2025-02-12,17.3993068061954,17.466205580572122,12.8247263681592,12.831310250579431,12.820217013950517,12.7517675732743
RBREW.CO,2025-02-13,17.8906212145495,17.95863559608422,13.1868656716418,13.193067260514155,13.18166126891052,13.111282012454998
