Instrument,Date,SourceDate,LookbackDays,REF_PE,PE_trial,REF_PCF,PCF_MktCap_div_OpCF,PCF_Price_div_CFPS_Act,PCF_Price_div_OpCFPS
A2.MI,2015-11-30,2015-11-30,0,100.681302044,-109.01639344262296,5.540909599,,,
A2.MI,2015-12-31,2015-12-30,1,94.928084784,-102.78688524590163,5.224286193,,,
A2.MI,2016-01-31,2016-01-29,2,83.345950038,-90.24590163934425,4.586873285,,,
A2.MI,2016-02-29,2016-02-29,0,80.015140045,-86.63934426229507,4.403564997,,,
A2.MI,2016-03-31,2016-03-31,0,86.525359576,-93.68852459016394,4.761849377,,,
A2.MI,2016-04-30,2016-04-29,1,94.322482967,53.02127659574468,5.190957414,,,
A2.MI,2016-05-31,2016-05-31,0,34.734273319,54.51063829787234,4.292247765,,,
A2.MI,2016-06-30,2016-06-30,0,31.94143167,50.12765957446808,3.947125579,,,
A2.MI,2016-07-31,2016-07-29,2,34.436008677,54.04255319148936,4.255390055,,,
A2.MI,2016-08-31,2016-08-31,0,20.999646768,50.59574468085107,4.296452566,,,
A2.MI,2016-09-30,2016-09-30,0,22.200635818,53.48936170212765,4.542170627,,,
A2.MI,2016-10-31,2016-10-31,0,21.918050159,52.808510638297875,4.484354612,,,
A2.MI,2016-11-30,2016-11-30,0,21.912738605,47.87234042553192,3.868845704,,,
A2.MI,2016-12-31,2016-12-30,1,23.957927542,52.340425531914896,4.22993797,,,
A2.MI,2017-01-31,2017-01-31,0,24.035839501,52.51063829787234,4.243693866,,,
A2.MI,2017-02-28,2017-02-28,0,25.535644721,18.198223209328148,4.508494861,,,
A2.MI,2017-03-31,2017-03-31,0,27.619789638,19.6835091615769,4.876465074,,,
A2.MI,2017-04-30,2017-04-28,2,19.550272128,18.947806774014435,4.887332232,,,
A2.MI,2017-05-31,2017-05-31,0,19.52513596,20.433092726263183,5.276472045,,,
A2.MI,2017-06-30,2017-06-30,0,19.286377504,20.183231538034423,5.211949969,,,
A2.MI,2017-07-31,2017-07-31,0,19.074147765,19.961132704053302,5.154597012,,,
A2.MI,2017-08-31,2017-08-31,0,20.598540146,19.58634092171016,4.62882654,,,
A2.MI,2017-09-30,2017-09-29,1,21.240875912,20.197112715158244,4.77316982,,,
A2.MI,2017-10-31,2017-10-31,0,21.532846715,20.474736257634646,4.838780402,,,
A2.MI,2017-11-30,2017-11-30,0,23.248969982,21.932259855635756,6.021886056,,,
A2.MI,2017-12-31,2017-12-29,2,22.68981754,21.40477512493059,5.877055885,,,
A2.MI,2018-01-31,2018-01-31,0,22.748675692,21.46029983342587,5.892301166,,,
A2.MI,2018-02-28,2018-02-28,0,21.424367275,20.210993892282062,5.54928234,,,
A2.MI,2018-03-31,2018-03-29,2,22.873749264,16.495118845500848,5.924697388,5.610715729373848,,5.568233069299542
A2.MI,2018-04-30,2018-04-30,0,10.96102018,17.30849076188499,5.984100286,6.018570909444125,,5.973000092027653
